Study_number,Authors,Title,Source,Volume,Issue,BP,EP,PubYear,Notes,Citations,DE,DLD,DOI,nonEnglish,Rank,SearchDate,SearchTerm,TF,UT,SN,Copy,DLD_count,DE_count,Requested
82,"JONG, ED; SCHAPPER.HJ",CALCULATION OF SOIL RESPIRATION AND ACTIVITY FROM CO2 PROFILES IN SOIL,SOIL SCIENCE,113,5,328,&,1972,,5,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1972M709700006,0038-075X,Valya,45,44,
83,JUNG J,THE EFFECT OF THE HERBICIDE BENTAZON ON SOIL RESPIRATION AND NITRIFICATION IN 2 TYPES OF SOIL,Zeitschrift fuer Pflanzenernaehrung und Bodenkunde,133,1-2,18,23,1972,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197457034700,0044-3263,,45,44,
84,KAYAMA R; YANO N; FUJIMOTO M,STUDIES ON THE RELATIONSHIP BETWEEN MISCANTHUS-SINENSIS COMMUNITY AND SOIL PART 4 RELATIONSHIP BETWEEN HUMUS AND PRODUCTIVITY OF MISCANTHUS-SINENSIS GRASSLAND,Japanese Journal of Ecology,22,5,195,204,1972,,0,N,Y,,N,2,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197356054060,0021-5007,Nellie,46,45,
85,KLEIN D A; SOKOL R A; FRYE M H; TELLER H L,SOIL MICROBIAL RAMIFICATIONS OF SILVER IODIDE USE IN WEATHER MODIFICATION,Abstracts of the Annual Meeting of the American Society for Microbiology,72,,1972,,1972,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197309030183,0094-8519,,46,45,
86,"KLEIN, DA; SEAMAN, SL; MAYEUX, PA",SIMPLIFIED UNIT FOR EVALUATION OF SOIL CORE RESPIROMETRIC ACTIVITY,PLANT AND SOIL,36,1,177,&,1972,,12,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1972M352900017,0032-079X,,46,45,
87,KRZYSCH G,CARBON DI OXIDE BALANCE AND DRY MATTER PRODUCTION IN A BEET CROP PART 1 CONTROL OF DRY MATTER PRODUCTION BY MEANS OF THE GRADIENT METHOD,Zeitschrift fuer Acker- und Pflanzenbau,136,1,55,84,1972,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197458000005,0044-2151,,46,45,
88,SEAMAN S L,PLANT LEACHATES EFFECTS ON SOIL RESPIRATION,US-IBP (International Biological Program) Analyses of Ecosystems Program Interbiome Abstracts,2,1,86,87,1972,,0,,,,N,2,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197309003716,,Valya,46,45,
89,"TU, CM",EFFECT OF 4 NEMATOCIDES ON ACTIVITIES OF MICROORGANISMS IN SOIL,APPLIED MICROBIOLOGY,23,2,398,&,1972,,27,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1972L879300034,0003-6919,,46,45,
90,VIRZO DE SANTO A; ALFANI A,ANNUAL SOIL RESPIRATION CYCLE IN A BEECH FOREST AT MONTE TABURNO ITALY CAMPANIAN APENNINES IN RELATION TO PRINCIPAL ECOLOGICAL FACTORS,Delpinoa,14-15,,13,34,1972,,0,Y,Y,,N,1,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197865012101,0416-928X,Harrison,47,46,
91,WALTER,INFLUENCE OF HERBICIDES ON THE SOIL RESPIRATION AND ENZYME ACTIVITY OF VINEYARD SOIL,Mitteilungen aus der Biologischen Bundesanstalt fur Land- und Forstwirtschaft,146,,169,171,1972,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197309046345,0067-5849,,47,46,
92,"ANDERSON, JP; DOMSCH, KH",QUANTIFICATION OF BACTERIAL AND FUNGAL CONTRIBUTIONS TO SOIL RESPIRATION,ARCHIV FUR MIKROBIOLOGIE,93,2,113,127,1973,Not on shelf-?,180,,,,N,1,9/26/2008,"Topic=(""soil respiration""); R&S1992",,WOS:A1973R075800003,0003-9276,Harrison,47,46,
93,"COLEMAN, DC",COMPARTMENTAL ANALYSIS OF TOTAL SOIL RESPIRATION - EXPLORATORY STUDY,OIKOS,24,3,361,366,1973,,52,N,Y,,N,1,9/26/2008,"Topic=(""soil respiration""); R&S1992",,WOS:A1973S296600004,0030-1299,,48,47,
94,"COLEMAN, DC",SOIL CARBON BALANCE IN A SUCCESSIONAL GRASSLAND,OIKOS,24,2,195,199,1973,,62,Y,Y,,N,1,9/26/2008,"Topic=(""soil respiration""); R&S1992",,WOS:A1973Q806300005,0030-1299,,49,48,
95,"GARRETT, HE; COX, GS",CARBON-DIOXIDE EVOLUTION FROM FLOOR OF AN OAK-HICKORY FOREST,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,37,4,641,644,1973,,71,Y,Y,,N,1,9/26/2008,"Topic=(""soil respiration""); R&S1992",,WOS:A1973Q541800035,0361-5995,,50,49,
96,GIERCZAK M; GIERCZAK C,INFLUENCE OF FUNGICIDES ON QUANTITATIVE AND QUALITATIVE COMPOSITION OF MICRO FLORA IN THE SOIL OF A FOREST NURSERY AT RAKOWNIA AND INTENSITY OF SOIL RESPIRATION,Bulletin de la Societe des Amis des Sciences et des Lettres de Poznan Serie D Sciences Biologiques,,14,139,150,1973,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197559022929,0079-4570,,50,49,
97,"HSU, JC; CAMPER, ND","PURE CULTURE STUDIES OF ERWINIA-CAROTOVORA WITH 3,5-DIIODO-4-HYDROXYBENZONITRILE",APPLIED MICROBIOLOGY,26,5,814,819,1973,,4,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1973R097800028,0003-6919,,50,49,
98,KARANTH N G K; VASANTHARAJAN V N,PERSISTENCE AND EFFECT OF DEXON ON SOIL RESPIRATION,Soil Biology and Biochemistry,5,5,679,684,1973,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197457057938,0038-0717,,50,49,
99,LOSSAINT P,SOIL VEGETATION RELATIONSHIPS IN MEDITERRANEAN ECOSYSTEMS OF SOUTHERN FRANCE,"DICASTRI, FRANCESCO AND HAROLD A. MOONEY (ED.). ECOLOGICAL STUDIES: ANALYSIS AND SYNTHESIS, VOL. 7. MEDITERRANEAN TYPE ECOSYSTEMS. ORIGIN AND STRUCTURE. XII+405P. ILLUS. MAPS. SPRINGER-VERLAG: NEW YORK, N.Y., U.S.A.; HEIDELBERG, WEST GERMANY",,,199,210,1973,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197410079500,,,50,49,
100,STARK N,NUTRIENT CYCLING IN A JEFFREY PINE FOREST ECOSYSTEM,NUTRIENT CYCLING IN A JEFFREY PINE FOREST ECOSYSTEM,,,389,,1973,,0,,,,N,2,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197356053946,,Nellie,50,49,
101,"WANNER, H; SOEROHAL.S; SANTOSA, PDN; PANGGABE.G; YINGCHOI, P; NGUYENTH.",SOIL RESPIRATION IN DIFFERENT TYPES OF SOUTHEAST ASIAN TROPICAL RAIN-FOREST,OECOLOGIA,12,3,289,302,1973,,5,N,Y,,N,1,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1973P641100005,0029-8549,Nellie,51,50,
102,DUBLE R L; WEAVER R W,THATCH DECOMPOSITION IN BERMUDA GRASS TURF,"ROBERTS, ELIOT C. (ED.). PROCEEDINGS OF THE SECOND INTERNATIONAL TURFGRASS RESEARCH CONFERENCE. BLACKSBURG, VA., U.S.A., JUNE 19, 1973. XXVI+602P. ILLUS. AMERICAN SOCIETY OF AGRONOMY, INC. AND THE CROP SCIENCE SOCIETY OF AMERICA, INC.: MADISON, WIS., U.S.A",,,445,451,1974,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197511071618,,,51,50,
103,"EDWARDS, NT",MOVING CHAMBER DESIGN FOR MEASURING SOIL RESPIRATION RATES,OIKOS,25,1,97,101,1974,,23,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1974S993600013,0030-1299,,51,50,
104,GRABERT D,A DEVICE FOR THE AUTOMATIC MEASUREMENT OF SOIL RESPIRATION,Zentralblatt fuer Bakteriologie Parasitenkunde Infektionskrankheiten und Hygiene Zweite Naturwissenschaftliche Abteilung Allgemeine Landwirtschaftliche und Technische Mikrobiologie,129,6,520,524,1974,,0,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197560034616,0044-4057,,51,50,
105,"JONG, ED; SCHAPPER.HJ; MACDONAL.KB",CARBON-DIOXIDE EVOLUTION FROM VIRGIN AND CULTIVATED SOIL AS AFFECTED BY MANAGEMENT PRACTICES AND CLIMATE,CANADIAN JOURNAL OF SOIL SCIENCE,54,3,299,307,1974,,3,Y,Y,,N,1,9/26/2008,"Topic=(""soil respiration""); R&S1992",,WOS:A1974U441500007,0008-4271,,52,51,
106,"RIPLEY, EA; SAUGIER, B",MICROCLIMATE AND PRODUCTION OF A NATIVE GRASSLAND - MICROMETEOROLOGICAL STUDY,OECOLOGIA PLANTARUM,9,4,333,363,1974,,14,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1974V990000003,0029-8557,,52,51,
107,"WAID, JS; BENGSUAN, T",TRANSMISSION ELECTRON-MICROSCOPY OF BACTERIA IN SOILS DURING ACETATE DECOMPOSITION,SOIL BIOLOGY & BIOCHEMISTRY,6,1,63,&,1974,,5,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1974S208700011,0038-0717,,52,51,
108,"Billès, G.; Lossaint, P.; Lafont, F.; Prioton, J.",Etude comparative de l'activité biologique des sols sous peuplements arbustifs et herbacés de la garrigue méditerranéenne. (I). Minéralisation du carbone et de l'azote,REVUE D’ECOLOGIE ET DE BIOLOGIE DU SOL,12,1,115,139,1975,,,Y,Y,,Y,1,9/26/2008,R&S1992,,,,Valya,53,52,
109,"EDWARDS, NT",EFFECTS OF TEMPERATURE AND MOISTURE ON CARBON-DIOXIDE EVOLUTION IN A MIXED DECIDUOUS FOREST FLOOR,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,39,2,361,365,1975,,148,Y,Y,,N,1,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1975W263500028,0361-5995,,54,53,
110,HERMAN R P; KUCERA C L,VEGETATION MANAGEMENT AND MICROBIAL FUNCTION IN A TALL GRASS PRAIRIE,Iowa State Journal of Research,50,2,255,260,1975,,0,N,Y,,N,2,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197661034688,0092-6345,Nellie,55,54,
111,KRUGLOV B V; PERTSEVA A N; GALKINA G A,CHANGES IN THE BIOLOGICAL ACTIVITY OF SOIL UNDER THE EFFECT OF LONG-TERM SYSTEMATIC TREATMENT WITH HERBICIDES,Doklady Vsesoyuznoi Ordena Lenina i Ordena Trudovogo Krasnogo Znameni Akademii Sel'skokhozyaistvennykh Nauk Imeni V I Lenina,2,,20,21,1975,,0,,,,N,2,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197612000114,,Harrison,55,54,
112,"Lamotte, M.",The structure and function of a tropical savanna,"Tropical ecological systems: trends in terrestrial and aquatic research (ed: Goley, Medina)",,,179,222,1975,,,,,,N,1,9/26/2008,R&S1992,,,,Valya,55,54,
113,"LASKOWSKI, DA; OMELIA, FC; GRIFFITH, JD; REGOLI, AJ; YOUNGSON, CR; GORING, CAI",EFFECT OF 2-CHLORO-6-(TRICHLOROMETHYL)PYRIDINE AND ITS HYDROLYSIS PRODUCT 6-CHLOROPICOLINIC ACID ON SOIL MICROORGANISMS,JOURNAL OF ENVIRONMENTAL QUALITY,4,3,412,417,1975,,17,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1975AM34800028,0047-2425,,55,54,
114,NAKANE K,DYNAMICS OF SOIL ORGANIC MATTER IN DIFFERENT PARTS ON A SLOPE UNDER EVERGREEN OAK FOREST,Japanese Journal of Ecology,25,4,206,216,1975,,0,Y,Y,,Y,1,9/26/2008,"Topic=(""soil respiration""); R&S1992",,BIOSIS:PREV197612088386,0021-5007,,56,55,
115,"PHILLIPSON, J; PUTMAN, RJ; STEEL, J; WOODELL, SRJ","Litter input, litter decomposition and the evolution of carbon dioxide in a beech woodland-Wytham Woods, Oxford",OECOLOGIA,20,3,203,217,1975,,54,Y,Y,,N,1,9/26/2008,B-L2004,WOS:A1975AM43600002,0029-8549,,,57,56,
116,ROSSWALL T,INTRODUCTION,"WIELGOLASKI, F. E. (ED.). ECOLOGICAL STUDIES, VOL. 16 AND 17. FENNOSCANDIAN TUNDRA ECOSYSTEMS, PART 1. PLANTS AND MICROORGANISMS. PART 2. ANIMALS AND SYSTEMS ANALYSIS. XV+366P(VOL. 16); XIII+337P (VOL. 17). ILLUS. SPRINGER-VERLAG: NEW YORK, N.Y., U.S.A.; HEIDELBERG, WEST GERMANY. ISBN 0-387-07218-7; ISBN 3-540-07218-7(VOL. 16). ISBN 0-387-07551-8; ISBN 3-540-07551-8(VOL. 17)",,,227,229,1975,,0,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197713001233,,,57,56,
117,"SPALDING, B; DUXBURY, JM; STONE, EL",LYCOPODIUM FAIRY RINGS - EFFECT ON SOIL RESPIRATION AND ENZYMATIC-ACTIVITIES,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,39,1,65,70,1975,,15,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1975V706900015,0361-5995,,57,56,
118,STEUBING L; KNEIDING U,INVESTIGATIONS OF RE CULTIVATION OF FIELDS ON WIND ERODED SOIL IN ICELAND,Research Institute Nedri As Hveragerdi Iceland Report,,21,1,48,1975,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197764011685,,,57,56,
119,"STEVENS, RJ; CORNFORTH, IS",ALL-GLASS CLOSED-SYSTEM SOIL PERCOLATION APPARATUS FOR GAS AND LIQUID,PLANT AND SOIL,43,2,327,335,1975,,1,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1975AX29000007,0032-079X,,57,56,
120,"WILDUNG, RE; GARLAND, TR; BUSCHBOM, RL",INTERDEPENDENT EFFECTS OF SOIL TEMPERATURE AND WATER-CONTENT ON SOIL RESPIRATION RATE AND PLANT ROOT DECOMPOSITION IN ARID GRASSLAND SOILS,SOIL BIOLOGY & BIOCHEMISTRY,7,6,373,378,1975,,137,Y,Y,,N,1,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1975BB28700007,0038-0717,,58,57,
121,ALIFANOV V M; LICHKO R P; LOSHAKOVA N A; STEPUTINA V I,ENZYMATIC ACTIVITY OF GRAY FOREST SOILS,POCHVOVEDENIE / EURASIAN SOIL SCIENCE,,11,127,132,1976,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197764017767,0032-180X,,58,57,
122,"ALIFANOV, VM; LICHKO, RP; LOSHAKOVA, NA; STEPUTINA, VI",ENZYMIC ACTIVITY OF GRAY FOREST SOILS,SOVIET SOIL SCIENCE,8,6,705,710,1976,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1976DT76700012,0038-5832,,58,57,
123,BEZUGLOV V G; MINENKO A K; POSTDEVA R A,HERBICIDES IN CROP ROTATIONS AND SOIL MICRO FLORA,Khimiya v Sel'skom Khozyaistve,14,12,45,49,1976,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197814000281,0023-1185,,58,57,
124,"BURFORD, JR",EFFECT OF APPLICATION OF COW SLURRY TO GRASSLAND ON COMPOSITION OF SOIL ATMOSPHERE,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,27,2,115,126,1976,,22,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1976BF76900004,0022-5142,,58,57,
125,"CERNIGLIA, CE; BLEVINS, WT; PERRY, JJ",MICROBIAL OXIDATION AND ASSIMILATION OF PROPYLENE,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,32,6,764,768,1976,,11,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1976CT31000006,0099-2240,,58,57,
126,"COLEMAN, DC; ANDREWS, R; ELLIS, JE; SINGH, JS",ENERGY-FLOW AND PARTITIONING IN SELECTED MAN-MANAGED AND NATURAL ECOSYSTEMS,AGRO-ECOSYSTEMS,3,1,45,54,1976,Not on shelf-?,47,,,,N,1,9/26/2008,R&S1992,,WOS:A1976CX79800004,0304-3746,Harrison,58,57,
127,DARASELIYA N A; KALATOZOVA G B,BIOLOGICAL ACTIVITY OF PODZOLIC GLEY SOILS OF THE KOLKHIDA LOWLAND GEORGIAN-SSR USSR RELATED TO SOIL IMPROVEMENT MEASURES,POCHVOVEDENIE / EURASIAN SOIL SCIENCE,,11,47,56,1976,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197764047983,0032-180X,,58,57,
128,FRANZ G,THE INFLUENCE OF DEEP LOOSENING OF PSEUDOGLEY ON THE MICROBIAL ACTIVITY OF THE SOILS AND THE STABILITY OF THIS SOIL TREATMENT,Landwirtschaftliche Forschung,29,1,77,87,1976,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197662051989,0023-8147,,58,57,
129,"FRENYO, W; KOVACS, G",EXPERIMENT ON RESPIRATORY CARBON-DIOXIDE OF A SOIL SAMPLE,BOTANIKAI KOZLEMENYEK-BOTANICAL PUBLICATIONS,63,4,241,248,1976,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1976DV99000002,0006-8144,Harrison,58,57,
130,"GOLEBIOWSKA, J; PEDZIWILK, Z",RESPIRATORY ACTIVITY OF SOIL FROM SEVERAL HABITATS IN BOTANICAL GARDEN IN POZNAN,ACTA MICROBIOLOGICA POLONICA,25,1,43,50,1976,,0,N,Y,,N,1,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1976BR00500005,0001-6195,Harrison,59,58,
131,"JOHNSON, CE; BISCOE, PV; CLARK, JA; LITTLETON, EJ",TURBULENT TRANSFER IN A BARLEY CANOPY,AGRICULTURAL METEOROLOGY,16,1,17,35,1976,,7,,,,N,3,9/26/2008,"Topic=((""soil co2 efflux"" or ""soil co2 flux"" or ""soil carbon flux"" or ""soil carbon efflux"") not ""soil respiration"")",,WOS:A1976BL75300003,0002-1571,,59,58,
132,KACZMAREK W; KASZUBIAK H; PEDZIWILK Z,THE ATP CONTENT IN SOIL MICROORGANISMS,Ekologia polska,24,3,399,406,1976,,0,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197764071999,0420-9036,,59,58,
133,"KOCH, W; ROTH, H",LARGE PRECISION GAS-EXCHANGE MEASURING DEVICE WITH A SEPARATED GREEN ZONE AND A SOIL ZONE AND ITS EFFICIENCY DEMONSTRATED ON PICEA-ABIES,PHOTOSYNTHETICA,10,1,71,&,1976,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1976BV37000011,0300-3604,Valya,59,58,
134,KRZYSCH G,CARBON DIOXIDE ECONOMY AND PLANT MATERIAL FORMATION IN A SUGAR BEET STAND PART 2 THE CARBON DI OXIDE SOURCES ATMOSPHERE AND SOIL AND THEIR DYNAMICS,Zeitschrift fuer Acker- und Pflanzenbau,143,2,109,133,1976,,0,,,,N,1,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197763059615,0044-2151,Valya,59,58,
135,"KUDEYAROV, VN; JENKINSON, DS",EFFECTS OF BIOCIDAL TREATMENTS ON METABOLISM IN SOIL .6. FUMIGATION WITH CARBON-DISULFIDE,SOIL BIOLOGY & BIOCHEMISTRY,8,5,375,378,1976,,17,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1976CD49500008,0038-0717,,59,58,
136,KUPPA D K,DYNAMICS OF CARBON DIOXIDE LIBERATION IN PODZOL GLEY SOILS OF THE COLCHIS LOWLAND UNDER THE EFFECT OF VARIOUS LAND IMPROVING MEASURES,Subtropicheskie Kul'tury,1,,76,78,1976,,0,N,Y,,Y,1,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197814020653,0207-9224,Valya,60,59,
137,"MILLER, PC; STONER, WA; TIESZEN, LL","MODEL OF STAND PHOTOSYNTHESIS FOR WET MEADOW TUNDRA AT BARROW, ALASKA",ECOLOGY,57,3,411,430,1976,,55,N,Y,,N,1,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1976CB01500001,0012-9658,,61,60,
138,SAUERBECK D; JOHNEN B,THE TURNOVER OF PLANT ROOTS DURING THE GROWTH PERIOD AND ITS INFLUENCE ON SOIL RESPIRATION,Zeitschrift fuer Pflanzenernaehrung und Bodenkunde,,3,315,328,1976,,0,,,,N,1,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197763005568,0044-3263,Valya,61,60,
139,SCHNETTER M-L; CARDOZO-G H,ECOLOGICAL STUDIES IN THE CRUZ VERDE PARAMO COLOMBIA PART 4 BIOLOGICAL ACTIVITY OF THE SOIL IN DIFFERENT PLANT ASSOCIATIONS,Caldasia,11,54,85,91,1976,,0,N,Y,,N,2,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197763014269,0366-5232,Harrison,62,61,
140,TAMM C O,ACID PRECIPITATION BIOLOGICAL EFFECTS IN SOIL AND ON FOREST VEGETATION,Ambio,5,5-6,235,238,1976,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197763067884,0044-7447,Harrison,62,61,
141,"TESAROVA, M; GLOSER, J",STUDY OF SOIL RESPIRATION UNDER NATURAL CONDITIONS,FOLIA MICROBIOLOGICA,21,3,217,218,1976,,0,N,Y,,N,1,9/26/2008,"Topic=(""soil respiration""); R&S1992",,WOS:A1976BZ90900080,0015-5632,Nellie,63,62,
142,"TESAROVA, M; GLOSER, J",TOTAL CO2 OUTPUT FROM ALLUVIAL SOILS WITH 2-TYPES OF GRASSLAND COMMUNITIES,PEDOBIOLOGIA,16,5,364,372,1976,,27,Y,Y,,N,1,9/26/2008,"Topic=(""soil respiration""); R&S1992",,WOS:A1976CP75900004,0031-4056,,64,63,
143,VIRZO DE SANTO A; ALFANI A; SAPIO S,SOIL METABOLISM IN BEECH FORESTS OF MONTE TABURNO CAMPANIA APENNINES ITALY,Oikos,27,1,144,152,1976,,0,Y,Y,,N,1,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197661065841,0030-1299,Valya,65,64,
144,"BARKO, JW; MURPHY, PG; WETZEL, RG",INVESTIGATION OF PRIMARY PRODUCTION AND ECOSYSTEM METABOLISM IN A LAKE-MICHIGAN DUNE POND,ARCHIV FUR HYDROBIOLOGIE,81,2,155,187,1977,,18,N,Y,,N,1,9/26/2008,"Topic=(""net ecosystem exchange"" or ""net ecosystem production"" not ""soil respiration"")",,WOS:A1977EF22800002,0003-9136,Harrison,66,65,
145,"CALDWELL, MM; WHITE, RS; MOORE, RT; CAMP, LB","CARBON BALANCE, PRODUCTIVITY, AND WATER-USE OF COLD-WINTER DESERT SHRUB COMMUNITIES DOMINATED BY C3 AND C4 SPECIES",OECOLOGIA,29,4,275,300,1977,,100,Y,Y,,N,1,9/26/2008,R&S1992,,WOS:A1977DT91200001,0029-8549,,67,66,
146,DWIVEDI R S; SHUKLA A N,FUNGAL DECOMPOSITION IN RELATION TO CARBON DI OXIDE EVOLUTION IN A TROPICAL SAL FOREST BIOME,Proceedings of the Indian National Science Academy Part B Biological Sciences,43,1-2,26,32,1977,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197866055525,0073-6600,,67,66,
147,"EBREGT, A; BOLDEWIJN, JMAM","INFLUENCE OF HEAVY-METALS IN SPRUCE FOREST SOIL ON AMYLASE ACTIVITY, CO2 EVOLUTION FROM STARCH AND SOIL RESPIRATION",PLANT AND SOIL,47,1,137,148,1977,,30,N,Y,,N,2,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1977DL19800014,0032-079X,,68,67,
148,"EDWARDS, NT; HARRIS, WF",CARBON CYCLING IN A MIXED DECIDUOUS FOREST FLOOR,ECOLOGY,58,2,431,437,1977,,141,Y,Y,,N,1,9/26/2008,"Topic=(""soil respiration""); B-L2004; R&S1992",,WOS:A1977DN32600019,0012-9658,,69,68,
149,FREYTAG H E,ANALYSIS OF SOIL RESPIRATION CURVES,Zentralblatt fuer Bakteriologie Parasitenkunde Infektionskrankheiten und Hygiene Zweite Naturwissenschaftliche Abteilung Allgemeine Landwirtschaftliche und Technische Mikrobiologie,132,5-6,452,460,1977,,0,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV197866024551,0044-4057,Valya,69,68,
150,"GAUR, AC; MISRA, KC","EFFECT OF SIMAZINE, LINDANE AND CERESAN ON SOIL RESPIRATION AND NITRIFICATION RATES",PLANT AND SOIL,46,1,5,15,1977,,13,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1977DC29300001,0032-079X,,69,68,
151,"GRIER, CC; LOGAN, RS",OLD-GROWTH PSEUDOTSUGA-MENZIESII COMMUNITIES OF A WESTERN OREGON WATERSHED - BIOMASS DISTRIBUTION AND PRODUCTION BUDGETS,ECOLOGICAL MONOGRAPHS,47,4,373,400,1977,,199,Y,Y,,N,1,9/26/2008,"Topic=(""net ecosystem exchange"" or ""net ecosystem production"" not ""soil respiration"")",,WOS:A1977EV36800002,0012-9615,,70,69,
152,"GUPTA, SR; SINGH, JS","EFFECT OF ALKALI CONCENTRATION, VOLUME AND ABSORPTION AREA ON MEASUREMENT OF SOIL RESPIRATION IN A TROPICAL SWARD",PEDOBIOLOGIA,17,4,233,239,1977,,26,N,Y,,N,1,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1977DS20100001,0031-4056,Valya,71,70,
153,"HERMAN, RP",ROOT CONTRIBUTION TO TOTAL SOIL RESPIRATION IN A TALL-GRASS PRAIRIE,AMERICAN MIDLAND NATURALIST,98,1,227,232,1977,,16,Y,Y,,N,1,9/26/2008,"Topic=(""soil respiration""); B-L2004",,WOS:A1977DQ07700020,0003-0031,,72,71,
154,"HODGES, T; KANEMASU, ET",MODELING DAILY DRY-MATTER PRODUCTION OF WINTER-WHEAT,AGRONOMY JOURNAL,69,6,974,978,1977,,46,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1977EG05500017,0002-1962,Harrison,72,71,
155,"KINERSON, RS; RALSTON, CW; WELLS, CG",CARBON CYCLING IN A LOBLOLLY-PINE PLANTATION,OECOLOGIA,29,1,1,10,1977,,62,Y,Y,,N,1,9/26/2008,"Topic=(""net ecosystem exchange"" or ""net ecosystem production"" not ""soil respiration"")",,WOS:A1977DK25000001,0029-8549,Nellie,73,72,
156,"LAWREY, JD",RELATIVE DECOMPOSITION POTENTIAL OF HABITATS VARIOUSLY AFFECTED BY SURFACE COAL MINING,CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,55,11,1544,1552,1977,,27,N,Y,,N,2,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1977DL37300014,0008-4026,Harrison,74,73,
157,"LAWREY, JD",SOIL FUNGAL POPULATIONS AND SOIL RESPIRATION IN HABITATS VARIOUSLY INFLUENCED BY COAL STRIP-MINING,ENVIRONMENTAL POLLUTION,14,3,195,205,1977,,20,N,Y,,N,2,9/26/2008,"Topic=(""soil respiration"")",,WOS:A1977EE98900004,0269-7491,Nellie,75,74,
